"SpillNumber","DateReported","Note","Product","ProductNote","Town","Location","LATITUDE","LONGITUDE"
"P-508-1993",4/12/1988,"","#2 Fuel Oil","","PORTLAND","",43.668169,-70.256327
"P-508-1996",12/11/1996,"","Unleaded Gasoline","","GORHAM","",43.681172,-70.437737
"P-508-2000",7/24/2000 1:34:00 PM,"leaking piping to UST","#2 Fuel Oil","","FRYEBURG","Mollyockett Middle School Rt 302",44.022282,-70.966052
"P-508-2002",7/22/2002 3:30:00 PM,"Leak to sumps, LUST investigation Leak Detection violations","Gasoline Unspecified","","BIDDEFORD","Five Points  Mobil, Elm Street & Alfred Rd.  Exxon/Mobil Corp. facility.",43.482756,-70.472013
"P-509-1999",7/20/1999 8:30:00 AM,"","Unleaded Gasoline","","GRAY","",43.899956,-70.345932
"P-509-2001",7/1/2001 12:47:00 PM,"","Diesel","","SCARBOROUGH","",43.597798,-70.323765
"P-509-2002",7/23/2002 5:41:32 PM,"Broken hydraulic line on a tow truck.","Hydraulic Oil","","WESTBROOK","49 Mitchell St.",43.682919,-70.369484
"P-509-2012",6/27/2012 4:25:00 PM,"un-reported discharge","#2 Fuel Oil","","SACO","Hersom residence, 20 Stockman Ave.",43.507992,-70.430448
"P-510-1991",9/20/1991 9:00:00 AM,"","Gasoline Unspecified","","SACO","",43.523593,-70.428391
"P-510-1996",8/13/1996 11:00:00 AM,"","Diesel","","SANFORD","",43.402376,-70.706649
"P-510-1997",10/9/1997,"","Unleaded Gasoline","","KITTERY","",43.092587,-70.753111
"P-510-2000",8/18/2000,"cancelled UST facility upgrade.","Unleaded Gasoline","","FREEPORT","Strouts Point Wharf Co. marina,  Maine St.",43.820351,-70.107118
"P-510-2008",6/9/2008 5:15:00 PM,"Corrosion of AST","#1 Fuel Oil - Kerosene","","BIDDEFORD","Bob McDowell 154 Hills Beach Rd",43.452351,-70.369934
"P-511-1986",4/14/1986,"","#2 Fuel Oil","","PORTLAND","",43.696846,-70.104304
"P-511-1989",8/16/1989 9:50:00 AM,"","Gasoline Unspecified","","BRUNSWICK","",43.912489,-69.979789
"P-511-2001",7/2/2001 6:05:00 AM,"","Unleaded Gasoline","","SCARBOROUGH","",43.584514,-70.361388
"P-511-2012",6/28/2012 10:00:00 AM,"overfill, CN Brown","Gasoline Unspecified","","NAPLES","causeway marina 780 Roosevelt Trail",43.969788,-70.598986
"P-511-2013",7/11/2013 9:25:00 AM,"truck rollover","Diesel","","GORHAM","Gorham Sand & Gravel Co. truck",43.681966,-70.471803
"P-512-1991",9/5/1991 2:00:00 PM,"","Gasoline Unspecified","","SANFORD","",43.440693,-70.777164
"P-512-2003",7/3/2003 10:30:00 AM,"Piping abandon in place","#2 Fuel Oil","","KENNEBUNK","Lafayette Condo Assoc. building 10 Storer Street",43.385567,-70.54231
"P-512-2006",6/30/2006 2:00:00 PM,"EPA SPCC inspection","Unspecified Fuel Oil","","PARIS","C. N. Brown oil bulk plant",44.214765,-70.516415
"P-512-2012",6/15/2012 12:00:00 PM,"UST leak invest.","#2 Fuel Oil","","SOUTH PORTLAND","National Distributors, 116 Wallace Ave",43.614353,-70.308107
"P-513-1991",9/6/1991,"","Gasoline Unspecified","","ARUNDEL","",43.406663,-70.52375
"P-513-1997",9/17/1997 8:30:00 AM,"","Diesel","","LEWISTON","",44.080479,-70.17325
"P-513-2002",7/24/2002 12:00:35 PM,"Cement truck accident.","Hydraulic Oil","","POLAND","Range Hill Rd.",44.013857,-70.384906
"P-513-2006",6/30/2006 3:00:00 PM,"EPA inspection & spill clean-up","#2 Fuel Oil","","PARIS","Longley Oil Co. bulk plant, Western Ave.",44.221302,-70.517047
"P-513-2007",7/13/2007 9:15:00 AM,"Barn floor collapsed","#1 Fuel Oil - Kerosene","","PORTLAND","Jabine Residence 26 Munjoy Street",43.664936,-70.243632
"P-513-2012",6/20/2012 1:58:00 PM,"","Unspecified Motor Fuel","","FREEPORT","DAB Auto  Allen Range Rd",43.889293,-70.068791
"P-513-2013",7/9/2013 9:00:00 AM,"LUST removal","Unleaded Gasoline","","LEWISTON","Cumberland Farms Sabattus St.",44.103257,-70.175682
"P-514-2005",6/28/2005 12:00:00 PM,"Groundwater contamination mystery","Gasoline Unspecified","","BATH","Kennebec Tavern & Marina 119 Commercial",43.915542,-69.813394
"P-514-2006",6/30/2006 5:00:00 PM,"EPA SPCC inspection","#2 Fuel Oil","","PARIS","Ripley and Fletcher Oil Bulk plant, 33 Western Ave",44.221651,-70.517099
"P-514-2012",7/3/2012 8:00:00 AM,"Heating oil UST removel","None","","BOWDOIN","FHC Inc. 1201 Main Street",44.033677,-69.960497
"P-515-1991",8/28/1991 12:15:00 PM,"","Gasoline Unspecified","","YORK","",43.150712,-70.666448
"P-515-1992",8/14/1992 1:45:00 PM,"","Unleaded Gasoline","","BRUNSWICK","",43.911958,-69.998291
"P-515-2001",7/2/2001 12:30:00 PM,"","#2 Fuel Oil","","SEBAGO","",43.843336,-70.624174
"P-515-2002",7/25/2002 9:00:00 AM,"LUST piping removal & clean-up.","Unleaded Gasoline","","PORTLAND","Northgate Citgo of C N Brown Oil Co. 194 Auburn Street, RT. 100",43.70679,-70.290483
"P-515-2007",7/15/2007 10:30:00 PM,"Corrosion hole in AST","#2 Fuel Oil","","WELLS","Coombs Residence 93 Crossing Road",43.320932,-70.602775
"P-515-2011",7/8/2011 9:30:00 AM,"sloppy tank cleaning","#2 Fuel Oil","","LEWISTON","Paris residence, 146 Bartlett St",44.09532,-70.21004
"P-516-1989",8/21/1989 12:35:00 PM,"","Gasoline Unspecified","","SCARBOROUGH","frederick brothers gas station, 164 us route 1",43.596099,-70.324918
"P-516-1992",8/19/1992 11:00:00 AM,"","Gasoline Unspecified","","KITTERY","",43.082178,-70.703337
"P-516-1994",8/12/1994 10:30:00 AM,"","Hydraulic Oil","","AUBURN","",44.06822,-70.257779
"P-517-1986",5/16/1986 12:00:00 PM,"contaminated wells","Gasoline Unspecified","","PHIPPSBURG","Burt's Oil  & Pine Tree Service, Rt 209",43.84735,-69.811823
"P-517-1996",8/16/1996 3:05:00 PM,"","Waste Oil/Used Motor Oil","","YARMOUTH","",43.801316,-70.191346
"P-517-2001",6/29/2001,"","Gasoline Unspecified","","ELIOT","",43.164928,-70.804942
"P-517-2003",7/4/2003 8:22:00 PM,"overfill of fuel tank","Unleaded Gasoline","","GORHAM","Lampron's Rt. 25",43.719326,-70.521677
"P-517-2007",7/17/2007,"","Unleaded Gasoline","","AUBURN","",44.097882,-70.228545
"P-517-2008",6/10/2008 8:00:00 AM,"Removal of two, 8,000 gallon gasoline UST's","Gasoline Unspecified","","SANFORD","850 Maine Street Sanford",43.442133,-70.779054
"P-518-1990",7/10/1990,"","Unleaded Gasoline","","LEWISTON","",44.09006,-70.217139
"P-519-1990",8/16/1990 10:00:00 AM,"","#2 Fuel Oil","","NAPLES","",43.91472,-70.572222
"P-519-1995",8/30/1995 8:00:00 AM,"","Unleaded Gasoline","","SOUTH PORTLAND","",43.639917,-70.243774
"P-519-1996",8/20/1996 10:00:00 AM,"","Gasoline Unspecified","","LEWISTON","",44.100963,-70.193597
"P-519-2001",7/5/2001 10:00:06 AM,"See also P-578-2003","Gasoline Unspecified","","ELIOT","Proposed UST gas station near intersection of Rt. 236 & Beech Rd., and across from Eliot Commons Shopping Ctr. Eliot.",43.129759,-70.77008
"P-519-2003",7/6/2003 12:02:00 PM,"RV leaking fuel","Unleaded Gasoline","","LEBANON","Kings & Queens Campground 21 Flat Rock Bridge Rd.",43.344081,-70.965806
"P-519-2005",7/11/2005 9:30:00 AM,"LUST removal","Gasoline Unspecified","","BIDDEFORD","Fill It Up Please gas 102 Elm St. Route 1",43.496432,-70.457141
"P-520-1992",8/18/1992 12:00:00 PM,"","Gasoline Unspecified","","PORTLAND","",43.664404,-70.251378
"P-520-1993",8/30/1993 6:09:00 PM,"","#2 Fuel Oil","","SANFORD","",43.43732,-70.779407
"P-520-1995",8/29/1995,"","Pesticide General","","WESTBROOK","",43.681439,-70.332793
"P-520-2007",7/16/2007 7:15:00 PM,"Sump discharge","Diesel","","SANFORD","J+S Grocery 432 Alfred Rd",43.439663,-70.73294
"P-520-2009",7/8/2009 10:30:00 AM,"outside AST for classrooms, line broken by lawnmower, not noticed initally and shortly after breakage deluge of 2 inches of rain.  Oil spill discovered morning after","#1 Fuel Oil - Kerosene","","FREEPORT","57 Desert Rd Merriconeag Waldorf School",43.852417,-70.143092
"P-521-1991",9/10/1991 2:12:00 PM,"","#2 Fuel Oil","","PORTLAND","",43.660961,-70.19705
"P-521-1997",9/23/1997,"","Unleaded Gasoline","","NORTH BERWICK","",43.30454,-70.734191
"P-521-2008",6/12/2008 11:50:00 AM,"Corrosion of AST","#2 Fuel Oil","","GRAY","Diane Herrick 29B Arundel Rd.",43.902593,-70.410319
"P-522-1987",10/7/1987 4:30:00 PM,"LUST ABANDONMENT","Gasoline Unspecified","","SACO","CURLEW'S SUNOCO, 535 MAIN ST., NEAR EXIT 5",43.510091,-70.43365
"P-522-1991",9/4/1991 11:15:00 AM,"","Gasoline Unspecified","","LEWISTON","",44.103498,-70.175589
"P-522-1993",8/31/1993 12:40:00 PM,"","Waste Oil/Used Motor Oil","","PORTLAND","",43.704711,-70.286766
"P-522-1997",9/18/1997 4:42:00 PM,"","Hydraulic Oil","","POLAND","",44.076778,-70.433254
"P-522-2004",6/30/2004 4:30:00 PM,"Irving overfilled the UST","#2 Fuel Oil","","SCARBOROUGH","Maine Veterans Home 290 US Rte One",43.58706,-70.342352
"P-522-2008",6/12/2008 2:23:00 PM,"UST found","None","","GRAY","Diane Herrick 29B Arundel Rd. ",43.902593,-70.410319
"P-523-1993",8/23/1993,"","Gasoline Unspecified","","OLD ORCHARD BEACH","Ralph's Auto Svc.  Lloyde Bushwein.",43.507386,-70.408533
"P-523-1996",8/22/1996 8:26:00 AM,"","#2 Fuel Oil","","PORTLAND","",43.666592,-70.292179
"P-524-1989",8/22/1989 4:12:00 PM,"","None","","LEWISTON","",44.093124,-70.208477
"P-524-1991",9/16/1991 11:00:00 AM,"","#2 Fuel Oil","","LEWISTON","",44.077686,-70.188309
"P-524-1996",8/20/1996 11:20:00 AM,"","#2 Fuel Oil","","SOUTH PORTLAND","",43.64897,-70.22928
"P-524-2001",7/6/2001 10:02:00 AM,"","#2 Fuel Oil","","PORTLAND","",43.656591,-70.255657
"P-525-1990",8/15/1990 2:12:00 PM,"","Gasoline Unspecified","","CUMBERLAND","",43.817377,-70.307311
"P-525-1994",6/28/1995,"","#2 Fuel Oil","","YORK","",43.189576,-70.620827
"P-525-1995",6/28/1995,"","#2 Fuel Oil","","YORK","",43.189576,-70.620827
"P-525-1999",7/28/1999,"","Diesel","","NORTH YARMOUTH","",43.828473,-70.248343
"P-525-2001",7/6/2001 11:00:00 AM,"","Unspecified Oil","","LISBON","",43.992596,-70.054
"P-526-1987",12/9/1987,"","Gasoline Unspecified","","WESTBROOK","MOSCHETTO'S [Texaco) SERVICE STA., 399 MAIN ST.",43.681431,-70.346894
"P-526-1991",8/22/1991,"","Unleaded Gasoline","","KITTERY","",43.109618,-70.73632
"P-526-1992",8/20/1992,"","#2 Fuel Oil","","WOOLWICH","",43.941275,-69.782792
"P-526-1993",8/31/1993 12:50:00 PM,"","None","","AUBURN","",44.119538,-70.264454
"P-526-1995",8/25/1995 10:00:00 AM,"","Diesel","","HIRAM","",43.882498,-70.790827
"P-527-2000",7/24/2000 10:00:00 AM,"","Unleaded Gasoline","","OXFORD","",44.114434,-70.442933
"P-527-2003",7/7/2003,"Hazardous Materials, abandoned.  Heavy Oil  AST issues","Hazardous Chemical - Specified in report","","SANFORD","Sanford Mills 61 Washington ",43.440722,-70.773535
"P-527-2004",6/28/2004 9:00:00 AM,"Old LUST removal gas station","Gasoline Unspecified","","WINDHAM","Mystery gaso.; UST Route 302 - MDOT Right Of Way",43.797305,-70.401202
"P-527-2008",6/16/2008 12:15:00 PM,"Customer error","Unleaded Gasoline","","OXFORD","Big Apple 467 Main St.",44.13394,-70.463813
"P-528-1999",7/16/1999,"","Diesel","","LEWISTON","",44.070549,-70.174875
"P-528-2005",7/9/2005 5:45:00 AM,"Filling UST, pressurized tank, gas came out fill ","Unleaded Gasoline","","WINDHAM","Webber Oil 746 Roosevelt Trail ",43.834147,-70.43886
"P-529-1996",8/23/1996 2:30:00 PM,"","Hazardous Chemical - Specified in report","","LEWISTON","",44.097101,-70.218139
"P-530-1995",7/20/1995 10:00:00 AM,"","#2 Fuel Oil","","RAYMOND","",43.889445,-70.463612
"P-530-2008",6/16/2008 1:10:00 PM,"Leaking vehicle","Unleaded Gasoline","","AUBURN","Tambrands 2879 Hotel Rd",44.037904,-70.282175
"P-531-1989",8/2/1989,"","None","","FRYEBURG","",43.597588,-70.299689
"P-531-1990",8/17/1990 9:30:00 AM,"gasoline tank truck accident","Unleaded Gasoline","","PORTER","J P Noonan Inc.",43.788693,-70.964892
"P-531-1991",9/16/1991,"","Unleaded Gasoline","","BRUNSWICK","",43.90897,-69.949494
"P-531-1994",8/24/1994 1:04:00 PM,"","Gasoline Unspecified","","NORTH BERWICK","",43.300113,-70.74194
"P-531-2004",7/1/2004 1:27:00 PM,"customer witnessed discharge of diesel from private vehicle at the dispenser","Diesel","","FALMOUTH","Lampron's Gulf  US Rte One",43.726199,-70.230922
"P-532-1989",8/28/1989,"","Gasoline Unspecified","","BIDDEFORD","",43.482859,-70.47845
"P-532-1994",8/25/1994 9:56:00 AM,"","Non-Hazardous Chemical - Unspecified","","PORTLAND","",43.654086,-70.26211
"P-533-1987",4/1/1987 10:40:00 AM,"","Gasoline Unspecified","","ACTON","ACTON TRADING POST, 57 Route 109",43.503948,-70.858817
"P-533-1994",8/26/1994 3:37:00 PM,"","Gasoline Unspecified","","OGUNQUIT","",43.250429,-70.60008
"P-533-1997",9/22/1997 9:00:00 AM,"","Unleaded Gasoline","","SACO","",43.519142,-70.428224
"P-533-2004",7/1/2004 9:40:00 AM,"UST overfill, defective UST fitting.","Unleaded Gasoline","","LEWISTON","ELIZABETH ANN'S GEN STORE, 415 SABATTUS ST.",44.100757,-70.194424
"P-534-1989",3/31/1989 8:00:00 AM,"LUST removal","Gasoline Unspecified","","WESTBROOK","Mobil Mart, 47 Main & Riverside",43.679857,-70.329391
"P-534-1993",9/2/1993 3:16:00 PM,"","Diesel","","YORK","",43.149641,-70.66569
"P-534-1994",8/18/1994 1:00:00 PM,"","Diesel","","TOPSHAM","",43.954081,-69.998142
"P-534-1995",8/29/1995 3:30:00 PM,"","#2 Fuel Oil","","LYMAN","",43.494774,-70.458898
"P-534-1997",9/22/1997 2:50:00 PM,"","Gasoline Unspecified","","OGUNQUIT","",43.247646,-70.600709
"P-534-2011",7/12/2011 11:00:00 AM,"mystery spill to Andro River","#6 Fuel Oil","","LEWISTON","Heritage Park & Columbia Mill",44.098341,-70.221069
"P-535-1987",11/19/1987 9:50:00 AM,"","Gasoline Unspecified","","PORTLAND","",43.653122,-70.270981
"P-535-1996",8/26/1996 11:00:00 AM,"","Gasoline Unspecified","","BOWDOINHAM","",44.009488,-69.894775
"P-535-2008",6/18/2008 10:15:00 AM,"Leaking AST caused by corrosion","#2 Fuel Oil","","ELIOT","2 Hobbs Circle Eliot",43.107518,-70.776045
"P-535-2012",7/6/2012 3:40:00 PM,"acid leak in Blow Bros truck","Hydrochloric Acid","","SANFORD","Sanford Transfer Station @ Ruston St",43.434433,-70.754387
"P-536-1987",11/19/1987 9:58:00 AM,"","Gasoline Unspecified","","PORTLAND","Norge Village dry cleaners (former gas station) 742 Congress St",43.653068,-70.270599
"P-536-1992",7/22/1992,"","Unleaded Gasoline","","KITTERY","",43.082678,-70.733846
"P-536-1993",9/2/1993 6:26:00 PM,"","#2 Fuel Oil","","POLAND","",44.064133,-70.419114
"P-536-1994",8/26/1994,"","Gasoline Unspecified","","WATERFORD","",44.234395,-70.77128
"P-536-2003",7/8/2003,"LUST replacement and new construction. UST Abandonment-in-place issues","Unleaded Gasoline","","BRUNSWICK","Clipper Mart CITGO (M W Sewall Oil) Route 1, 162 Pleasant Street",43.912674,-69.988234
"P-537-1992",8/22/1992 3:55:00 PM,"","Diesel","","SOUTH PORTLAND","",43.636132,-70.267215
"P-537-1993",9/3/1993 8:30:00 AM,"","#2 Fuel Oil","","BRUNSWICK","",43.915418,-69.954164
"P-537-1997",9/22/1997 9:41:00 AM,"LUST clean-up","Gasoline Unspecified","","OXFORD","3D Quick Stop (Candle Shop) TEXACO, W H Knightly Co.",44.180924,-70.516415
"P-537-2004",7/3/2004,"Unexplained broken fire matic/filter on an inside basement AST","#2 Fuel Oil","","POLAND","43 Saunders Road",44.054381,-70.37591
"P-537-2011",7/12/2011 12:00:00 PM,"UST removal","None","","LEWISTON","Cowan Mill, former, Mill St",44.098825,-70.221018
"P-538-1995",9/8/1995,"","Waste Oil/Used Motor Oil","","NAPLES","",43.967215,-70.591814
"P-538-2008",6/20/2008 10:15:00 AM,"Leak at union","#1 Fuel Oil - Kerosene","","NORWAY","Doreen Layton 66 Alpine Street",44.217264,-70.527537
"P-538-2009",7/13/2009,"","Unleaded Gasoline","","NORTH BERWICK","Fall Energy",43.403761,-70.77464
"P-539-1994",8/16/1994 12:00:00 PM,"","Gasoline Unspecified","","LIMERICK","",43.687874,-70.794914
"P-539-1996",8/27/1996 1:00:00 PM,"","Gasoline Unspecified","","LEWISTON","",44.103505,-70.174888
"P-539-2003",7/10/2003,"Dumping complaint","Asphalt","","GORHAM","Power Lines Day Rd",43.668916,-70.41371
"P-539-2008",6/20/2008 11:15:00 AM,"Mystery UST's","Waste Oil/Used Motor Oil","","KITTERY","Howell's (Irving) Rt 1",43.098966,-70.747933
"P-540-1994",8/29/1994 10:35:00 AM,"","Unleaded Gasoline","","PORTLAND","",43.681352,-70.329356
"P-540-1995",9/7/1995 12:53:00 PM,"","Unspecified Oil","","PORTLAND","",43.653465,-70.266202
"P-540-1996",10/29/1996,"","Unleaded Gasoline","","TOPSHAM","",43.934914,-69.965589
"P-540-2003",6/20/2003,"","Gasoline Unspecified","","WATERBORO","",43.649404,-70.72763
"P-540-2005",6/26/2005 4:37:00 PM,"Customer accident","Unleaded Gasoline","","WELLS","Extra Mart Route 1",43.294488,-70.58937
"P-540-2007",7/20/2007,"Basement AST leak","#2 Fuel Oil","","YARMOUTH","Aggarwal & Robbins residence, 105 Broad Arrow Trail",43.800369,-70.159107
"P-540-2008",6/20/2008 8:00:00 AM,"Strong petroleum odors were noted while excavating for new building foundation.","Gasoline Unspecified","","BETHEL","ME DOT Facility westbound Route 2  Bethel Maine",44.464971,-70.803043
"P-541-1987",12/2/1987 11:04:00 AM,"","#6 Fuel Oil","","PORTLAND","",43.663941,-70.273812
"P-541-2005",6/26/2005 8:38:00 PM,"Facility flooded during storm event","Non-Hazardous Chemical - Specified in report","","BERWICK","Prime Tanning 20 Sullivan St.",43.266903,-70.863889
"P-541-2009",7/15/2009,"UST abandonment","#2 Fuel Oil","","SCARBOROUGH","Scarborough Signs co, 608 US Route 1",43.570847,-70.38726
"P-541-2011",7/14/2011 9:00:00 AM,"UST investigation","#6 Fuel Oil","","LEWISTON","CMP Lewsiton Steam Plant Substation, Mill St",44.098314,-70.220011
"P-542-1987",6/22/1987 12:00:00 PM,"1987 LUST removal, late entered in 2004 by SGB","Gasoline Unspecified","","SOUTH BERWICK","ROBIE TIRE (Roberge's SUNOCO), 170 Main St.",43.232831,-70.808339
"P-542-1998",11/9/1998 12:00:00 PM,"","Unleaded Gasoline","","OXFORD","",44.194944,-70.525051
"P-543-1989",1/12/1989,"","Gasoline Unspecified","","KENNEBUNK","",43.411251,-70.558199
"P-543-1990",8/23/1990 10:48:00 AM,"","Unleaded Gasoline","","WESTBROOK","",43.676316,-70.362939
"P-543-1994",8/29/1994 1:00:00 PM,"","#6 Fuel Oil","","LEWISTON","",44.093309,-70.221584
"P-543-1999",7/29/1999 3:41:00 PM,"","Hazardous Chemical - Specified in report","","SOUTH PORTLAND","",43.642267,-70.246353
"P-544-1996",8/21/1996,"","Gasoline Unspecified","","AUBURN","",44.079637,-70.238001
"P-544-2008",6/12/2008,"Car crushing","Unleaded Gasoline","","LIMERICK","366 Sokokis Trail",43.71139,-70.812568
"P-544-2010",7/7/2010,"","None","","ACTON","2308 Route 109",43.541296,-70.924529
"P-545-1996",9/9/1996 10:30:00 AM,"","Unleaded Gasoline","","BRUNSWICK","",43.907581,-69.915435
"P-546-1993",9/1/1993 9:25:00 AM,"","None","","BETHEL","",44.413771,-70.78235
"P-546-1995",9/8/1995 10:00:00 AM,"","#2 Fuel Oil","","STANDISH","",43.760001,-70.522777
"P-546-1996",8/26/1996,"","Unleaded Gasoline","","LEBANON","",43.350116,-70.92839
"P-546-2007",7/23/2007 10:30:00 AM,"UST removal","#2 Fuel Oil","","SOUTH PORTLAND","Redbank School Macarthur Circle",43.63815,-70.318131
"P-546-2013",7/19/2013 3:00:00 PM,"#6 oil to river","#6 Fuel Oil","","LISBON","Farwell Mill, Lisbon Rd",44.030228,-70.102856
"P-547-1993",9/4/1993 1:25:00 PM,"","#2 Fuel Oil","","FREEPORT","",43.856159,-70.110296
"P-547-1996",9/3/1996 9:00:00 AM,"","Gasoline Unspecified","","AUBURN","",44.118362,-70.225519
"P-547-2002",6/5/2002 11:50:00 AM,"Dispenser leak","Gasoline Unspecified","","FALMOUTH","Route One",43.726776,-70.232212
"P-547-2005",7/13/2005 12:45:00 PM,"Corrosion hole in AST","#2 Fuel Oil","","PORTLAND","Sarah Dalton 1466 Forest Avenue",43.694147,-70.30262
"P-548-1993",9/4/1993 3:29:00 PM,"","Jet Fuel","Fuel for turbine powered aircraft.","PORTLAND","",43.64819,-70.306861
"P-548-2008",6/24/2008 12:05:00 PM,"EPA inspection note dripping dispenser #3","Unleaded Gasoline","","LEWISTON","Berube Auto Care",44.09356,-70.198952
"P-549-1993",9/5/1993 4:20:00 PM,"","Hazardous Chemical - Unspecified","","PORTLAND","",43.705072,-70.308816
"P-549-2009",7/15/2009 10:00:00 AM,"former CHEVRON station","#2 Fuel Oil","","SCARBOROUGH","Dairy Corner, 612 US Route 1",43.570202,-70.387676
"P-550-1994",8/18/1994 9:30:00 AM,"","#6 Fuel Oil","","BIDDEFORD","",43.488667,-70.45783
"P-550-1997",11/18/1997 10:00:00 AM,"","Unleaded Gasoline","","BRUNSWICK","",43.914225,-69.965367
"P-550-2003",7/15/2003 11:00:00 AM,"Customer left nozzle unattended - overfill.","Unleaded Gasoline","","AUBURN","Big Apple 709 Minot Ave.",44.082129,-70.256419
"P-550-2004",7/5/2004 11:00:00 AM,"D.E.E.  overfill 200 gallons + to Ocean Street.","#2 Fuel Oil","","SOUTH PORTLAND","498 Broadway Pratt Abbott",43.636038,-70.248922
"P-550-2006",7/7/2006 4:00:00 PM,"Abenaki delivery truck hose gasket malfunction","#1 Fuel Oil - Kerosene","","SACO","Extra Mart 28 Elm Street",43.499733,-70.449523
"P-551-1990",8/27/1990,"#6 OIL UST DISCHARGE","#6 Fuel Oil","","LISBON","FARWELL MILL (MILLER INDUSTRIES)",44.030228,-70.102856
"P-551-1994",9/19/1994,"","Gasoline Unspecified","","WESTBROOK","",43.676866,-70.360543
"P-551-1999",8/4/1999 10:30:00 AM,"","Diesel","","SABATTUS","",44.075815,-70.115379
"P-551-2001",7/10/2001 2:00:07 PM,"Leak to tank sump.","Unleaded Gasoline","","SOUTH PORTLAND","Cumberland Farms #1806.  Located at corner of Cottage RD., Clinton St. & Davis St.  South Portland.",43.635146,-70.233943
"P-552-1994",9/26/1994,"","Gasoline Unspecified","","BATH","",43.909669,-69.823019
"P-552-1995",9/16/1995 5:30:00 PM,"AST leak","#1 Fuel Oil - Kerosene","","YARMOUTH","Becky Egers residence, 62 Riverbend condos",43.811797,-70.194056
